분류,곡ID,곡명,아티스트,장르,어제순위,오늘순위,순위변동,어제좋아요,오늘좋아요,좋아요변동,좋아요변화율(%),어제전체청취자수,오늘전체청취자수,청취자수변동,청취자수변화율(%),어제전체재생수,오늘전체재생수,재생수변동,재생수변화율(%),URL
유지,99014221,London Boy,임영웅,가요 / 락,25.0,77.0,-52.0,22803.0,22812.0,9.0,0.04,989987.0,990196.0,209.0,0.02,131521585.0,131576581.0,54996.0,0.04,https://www.genie.co.kr/detail/songInfo?xgnm=99014221
유지,106393876,온기,임영웅,가요 / 발라드,27.0,82.0,-55.0,12266.0,12277.0,11.0,0.09,379870.0,380123.0,253.0,0.07,63084110.0,63139976.0,55866.0,0.09,https://www.genie.co.kr/detail/songInfo?xgnm=106393876
유지,103807036,Do or Die,임영웅,가요 / 댄스,29.0,84.0,-55.0,14066.0,14072.0,6.0,0.04,505345.0,505578.0,233.0,0.05,99976215.0,100031056.0,54841.0,0.05,https://www.genie.co.kr/detail/songInfo?xgnm=103807036
유지,96696817,인생찬가,임영웅,가요 / 발라드,31.0,86.0,-55.0,20630.0,20638.0,8.0,0.04,875673.0,875857.0,184.0,0.02,127165393.0,127219478.0,54085.0,0.04,https://www.genie.co.kr/detail/songInfo?xgnm=96696817
장르요약,,OST / 드라마,,,,,2.0,,,,,,,,,,,,,
장르요약,,가요 / 댄스,,,,,1.0,,,,,,,,,,,,,
장르요약,,가요 / 락,,,,,1.0,,,,,,,,,,,,,
장르요약,,가요 / 발라드,,,,,0.0,,,,,,,,,,,,,
장르요약,,가요 / 블루스/포크,,,,,0.0,,,,,,,,,,,,,
장르요약,,가요 / 인디,,,,,0.0,,,,,,,,,,,,,
장르요약,,가요 / 전체,,,,,0.0,,,,,,,,,,,,,
장르요약,,POP / 팝,,,,,-1.0,,,,,,,,,,,,,
장르요약,,가요 / 랩/힙합,,,,,-1.0,,,,,,,,,,,,,
장르요약,,가요 / 트로트,,,,,-1.0,,,,,,,,,,,,,
