순위,곡명,아티스트,앨범명,장르,재생시간,작사가,작곡가,편곡자,좋아요,전체 청취자수,전체 재생수,상세URL,곡ID
11,Whiplash,aespa,Whiplash - The 5th Mini Album,가요 / 댄스,03:03,Leslie (XYXX),"Marcus Lomax,Neil Ormandy,Rosina 'Soaky Siren' Russell,Lewis Jankel","Lewis Jankel,Neil Ormandy",27799,1356606,40146957,https://www.genie.co.kr/detail/songInfo?xgnm=108110514,108110514
12,Dirty Work,aespa,Dirty Work,가요 / 댄스,03:00,정물화 (JamFactory),"Evan Blair,UPSAHL,Elijah Noll,IMLAY","Evan Blair,IMLAY",8161,642847,7154653,https://www.genie.co.kr/detail/songInfo?xgnm=110452518,110452518
13,청춘만화,이무진,만화 (滿花),가요 / 락,04:35,이무진,"Factist,Jossh,W.Darmody,이무진","Factist,Jossh",20278,1096064,20499699,https://www.genie.co.kr/detail/songInfo?xgnm=107985564,107985564
14,like JENNIE,제니 (JENNIE),Ruby,가요 / 댄스,02:04,"제니 (JENNIE),Tayla Parx,Amanda 'Kiddo A.I.' Ibanez,지코 (ZICO),Diplo,Jorge Antonio Alfonzo Sr.","제니 (JENNIE),Tayla Parx,Amanda 'Kiddo A.I.' Ibanez,지코 (ZICO),Diplo,Jorge Antonio Alfonzo Sr.","Diplo,Leclair,jorge",16270,1016235,19611725,https://www.genie.co.kr/detail/songInfo?xgnm=109342665,109342665
15,Takedown,HUNTR/X & EJAE & Audrey Nuna & REI AMI & KPop Demon Hunters Cast,KPop Demon Hunters (Soundtrack from the Netflix Film),POP / 팝,03:02,,,,9078,466736,3553440,https://www.genie.co.kr/detail/songInfo?xgnm=110589417,110589417
16,HOME SWEET HOME (Feat. 태양 & 대성),G-DRAGON,HOME SWEET HOME,가요 / 랩/힙합,03:31,"G-DRAGON,TEDDY,CHOICE37","VVN,G-DRAGON,TEDDY,KUSH,24","24,NOS,Jumpa,Mondee",36904,1344371,37407718,https://www.genie.co.kr/detail/songInfo?xgnm=108434388,108434388
17,시작의 아이 ❍,박다혜 & 마크툽 (Maktub),시작의 아이 ❍ ハジマリのコ Starting With You : ♡,가요 / 인디,04:17,마크툽 (MAKTUB),마크툽 (MAKTUB),마크툽 (MAKTUB),4834,253245,1571208,https://www.genie.co.kr/detail/songInfo?xgnm=111280752,111280752
18,어제보다 슬픈 오늘,우디 (Woody),어제보다 슬픈 오늘,가요 / 발라드,03:56,김창환,김건모,신성진,11473,721238,10321364,https://www.genie.co.kr/detail/songInfo?xgnm=109608007,109608007
19,APT.,로제 (ROSÉ) & Bruno Mars,APT.,가요 / 락,02:50,"로제 (ROSÉ),Amy Allen,Christopher Brody Brown,Rogét Chahayed,Omer Fedi,Philip Lawrence,Bruno Mars,Theron Thomas,Henry Walter,Michael Chapman,Nicholas Chinn","로제 (ROSÉ),Amy Allen,Christopher Brody Brown,Rogét Chahayed,Omer Fedi,Philip Lawrence,Bruno Mars,Theron Thomas,Henry Walter,Michael Chapman,Nicholas Chinn","Bruno Mars,Cirkut,Omer Fedi,Rogét Chahayed",41627,1515802,45815243,https://www.genie.co.kr/detail/songInfo?xgnm=108107291,108107291
20,나는 반딧불,황가람,나는 반딧불,가요 / 인디,03:35,정중식,정중식,우주비,39706,1347142,35606526,https://www.genie.co.kr/detail/songInfo?xgnm=108110746,108110746
21,HAPPY,DAY6 (데이식스),Fourever,가요 / 락,03:10,Young K (DAY6),"성진 (DAY6),원필 (DAY6),홍지상",홍지상,36723,1480490,41513414,https://www.genie.co.kr/detail/songInfo?xgnm=105757622,105757622
22,REBEL HEART,IVE (아이브),IVE EMPATHY,가요 / 댄스,03:08,Nietzsche,"Emily Harbakk,Ryan S. Jhun,Thomas G:son,Jimmy Jansson,Maia Wright,Jack Brady,Jordan Roman","Ryan S. Jhun,Gucci Caliente,The Wavys",24438,1140990,24501828,https://www.genie.co.kr/detail/songInfo?xgnm=108836768,108836768
23,WICKED,ALLDAY PROJECT,FAMOUS,가요 / 랩/힙합,02:37,"TARZZAN,WOOCHAN,ANNIE,YOUNGSEO,BAILEY,Vince,Theron Thomas,Tommy Brown,Amanda Ratchford,Courtlin Jabrae Edwards","Theron Thomas,Dominsuk,24,Vince","Dominsuk,24",5540,456110,4503297,https://www.genie.co.kr/detail/songInfo?xgnm=110649475,110649475
24,What It Sounds Like,HUNTR/X & EJAE & Audrey Nuna & REI AMI & KPop Demon Hunters Cast,KPop Demon Hunters (Soundtrack from the Netflix Film),POP / 팝,04:10,,,,10064,416633,3131694,https://www.genie.co.kr/detail/songInfo?xgnm=110589420,110589420
25,한 페이지가 될 수 있게,DAY6 (데이식스),The Book of Us : Gravity,가요 / 락,03:26,Young K (DAY6),"Jae,성진 (DAY6),Young K (DAY6),원필 (DAY6),홍지상",홍지상,75083,2329854,74536730,https://www.genie.co.kr/detail/songInfo?xgnm=89220627,89220627
26,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,OST / 드라마,04:03,강태규,홍진영,한밤 (Midnight),68322,2612413,268540047,https://www.genie.co.kr/detail/songInfo?xgnm=94535712,94535712
27,내게 사랑이 뭐냐고 물어본다면,로이킴,내게 사랑이 뭐냐고 물어본다면,가요 / 발라드,03:43,로이킴,로이킴,강화성,20263,1166027,25171661,https://www.genie.co.kr/detail/songInfo?xgnm=108005739,108005739
28,TOO BAD (Feat. Anderson .Paak),G-DRAGON,Übermensch,가요 / 랩/힙합,02:34,"G-DRAGON,Anderson .Paak","G-DRAGON,Anderson .Paak,Bongo,Alissia,Yohan","G-DRAGON,Anderson .Paak,Bongo,Alissia",22224,1135105,22685029,https://www.genie.co.kr/detail/songInfo?xgnm=109217637,109217637
29,눈물참기,QWER,"3rd Mini Album '난 네 편이야, 온 세상이 불협일지라도'",가요 / 락,03:22,"이동혁,김혜정,시연,마젠타,히나,홍지혜,GESTURE,Elum","이동혁,GESTURE,ONE.KI,Elum","이동혁,홍훈기",6897,520409,5435158,https://www.genie.co.kr/detail/songInfo?xgnm=110420530,110420530
30,Free,Rumi & Jinu & EJAE & Andrew Choi & KPop Demon Hunters Cast,KPop Demon Hunters (Soundtrack from the Netflix Film),POP / 팝,03:08,,,,8517,395990,2962863,https://www.genie.co.kr/detail/songInfo?xgnm=110589419,110589419
31,Die With A Smile,Lady Gaga & Bruno Mars,Die With A Smile,POP / 팝,04:12,,,,22135,934953,14328370,https://www.genie.co.kr/detail/songInfo?xgnm=107520166,107520166
32,Never Ending Story,아이유 (IU),꽃갈피 셋,가요 / 발라드,03:44,김태원,김태원,서동환,10835,762305,7419101,https://www.genie.co.kr/detail/songInfo?xgnm=110308610,110308610
33,Welcome to the Show,DAY6 (데이식스),Fourever,가요 / 락,03:37,Young K (DAY6),"성진 (DAY6),Young K (DAY6),원필 (DAY6),홍지상",홍지상,34532,1442513,40627067,https://www.genie.co.kr/detail/songInfo?xgnm=105757621,105757621
34,운명 (2025),먼데이 키즈 & 이이경,먼키의 발자국 Vol.1,가요 / 전체,04:19,BRAVE (브레이브),한상원,"이도형 (AUG),편준원 (AUG)",3033,264141,1788233,https://www.genie.co.kr/detail/songInfo?xgnm=111134057,111134057
35,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,가요 / 트로트,04:03,김이나,조영수,"조영수,이유진",66596,3049480,368605841,https://www.genie.co.kr/detail/songInfo?xgnm=90077755,90077755
36,천상연,이창섭,천상연 (웹툰 '선녀외전' X 이창섭 (LEE CHANGSUB)),가요 / 발라드,04:31,유해준,유해준,"김수빈 (AIMING),임수혁 (AIMING)",27466,1398182,38841494,https://www.genie.co.kr/detail/songInfo?xgnm=105563654,105563654
37,MY LOVE (2025),이예은 & 아샤트리 & 전건호,MY LOVE (2025),가요 / 발라드,04:02,이도연,이상준,"임광균,한상원",9049,655349,10113123,https://www.genie.co.kr/detail/songInfo?xgnm=109179632,109179632
38,여름이었다,H1-KEY (하이키),H1-KEY 4th Mini Album ［Lovestruck］,가요 / 댄스,03:12,시우,시우,"시우,Jeon Hong Jun",4690,346786,2665986,https://www.genie.co.kr/detail/songInfo?xgnm=110586309,110586309
39,내 이름 맑음,QWER,2nd Mini Album 'Algorithm's Blossom',가요 / 락,03:08,소연 (SOYEON),"소연 (SOYEON),Pop Time,Daily,Likey","Pop Time,Daily,Likey,소연 (SOYEON)",21878,1187764,27515531,https://www.genie.co.kr/detail/songInfo?xgnm=107855545,107855545
40,Supernova,aespa,Armageddon - The 1st Album,가요 / 댄스,02:59,KENZIE,"KENZIE,Paris Alexa,Dem Jointz",Dem Jointz,29692,1550104,51297333,https://www.genie.co.kr/detail/songInfo?xgnm=106536223,106536223
41,우리들의 블루스,임영웅,IM HERO,가요 / 발라드,03:27,지훈,"이승주,최인환","이승주,최인환",38641,1816992,190071058,https://www.genie.co.kr/detail/songInfo?xgnm=96549502,96549502
42,고민중독,QWER,1st Mini Album 'MANITO',가요 / 락,02:56,"이동혁,GESTURE,김혜정,Elum,마젠타","이동혁,홍훈기,Elum,GESTURE,한아영","이동혁,한아영",32143,1486514,46081134,https://www.genie.co.kr/detail/songInfo?xgnm=105938136,105938136
43,소나기,이클립스 (ECLIPSE),선재 업고 튀어 OST Part 1,OST / 드라마,03:54,"한성호,수윤 (Sooyoon)","한성호,박수석,Moon Kim (Room01)",정진욱,33093,1385629,40626671,https://www.genie.co.kr/detail/songInfo?xgnm=104055957,104055957
44,예뻤어,DAY6 (데이식스),Every DAY6 February,가요 / 락,04:43,Young K (DAY6),"홍지상,이우민 'Collapsedone',원필 (DAY6),Young K (DAY6)","홍지상,이우민 'Collapsedone'",81740,2451008,85249633,https://www.genie.co.kr/detail/songInfo?xgnm=86931930,86931930
45,다시 만날 수 있을까,임영웅,IM HERO,가요 / 발라드,04:34,이적,이적,양시온,31909,1578347,174545762,https://www.genie.co.kr/detail/songInfo?xgnm=96696809,96696809
46,toxic till the end,로제 (ROSÉ),rosie,가요 / 락,02:37,"로제 (ROSÉ),Evan Blair,Michael Pollack,Emily Warren Schwartz","로제 (ROSÉ),Evan Blair,Michael Pollack,Emily Warren Schwartz",Evan Blair,19491,998932,19618285,https://www.genie.co.kr/detail/songInfo?xgnm=108575614,108575614
47,에피소드,이무진,에피소드,가요 / 락,03:25,이무진,"이무진,함준석,EastWest,Junzo","함준석,EastWest",31568,1520691,43619567,https://www.genie.co.kr/detail/songInfo?xgnm=104821618,104821618
48,천국보다 아름다운,임영웅,천국보다 아름다운,가요 / 발라드,04:55,4BOUT (어바웃),"4BOUT (어바웃),Echez,Hwan,SKINNER BOX,KIME,히모,Addicted,Sine.wav","4BOUT (어바웃),Echez,Hwan,SKINNER BOX,KIME,히모,Addicted,Sine.wav",9971,229232,29844540,https://www.genie.co.kr/detail/songInfo?xgnm=109752407,109752407
49,나는 아픈 건 딱 질색이니까,i-dle (아이들),2,가요 / 댄스,02:42,소연 (SOYEON),"소연 (SOYEON),Pop Time,Daily,Likey","Pop Time,Daily,Likey,소연 (SOYEON)",35514,1580709,50401397,https://www.genie.co.kr/detail/songInfo?xgnm=105260468,105260468
50,첫 만남은 계획대로 되지 않아,TWS (투어스),TWS 1st Mini Album 'Sparkling Blue',가요 / 전체,02:32,"WASURENAI,브라더수 (Brothersu),Jeon Jin,BuildingOwner,Glenn (PRISMFILTER)","WASURENAI,Jeon Jin,Ohway!,Nmore,Heon Seo (헌서),BuildingOwner,Glenn (PRISMFILTER),T-SK,YouthK","WASURENAI,Jeon Jin,Nmore,BuildingOwner,Ohway!",34043,1526408,48986236,https://www.genie.co.kr/detail/songInfo?xgnm=105262751,105262751
51,오늘만 I LOVE YOU,BOYNEXTDOOR,오늘만 I LOVE YOU,가요 / 댄스,02:42,"Kako,운학","Pop Time,Kako,Daily,Ryo,Likey,지코 (ZICO),태산,운학","Pop Time,Daily,Likey",23819,817522,14533892,https://www.genie.co.kr/detail/songInfo?xgnm=108805146,108805146
52,ATTITUDE,IVE (아이브),IVE EMPATHY,가요 / 댄스,03:15,"서지음,Nietzsche,장원영 (IVE)","James Daniel Lewis,Ryan S. Jhun,Suzanne Vega,Rollo,Olga Sundin,Lotte Mørkved","Ryan S. Jhun,James Daniel Lewis",13458,877769,14097973,https://www.genie.co.kr/detail/songInfo?xgnm=108981829,108981829
53,슬픈 초대장,순순희 (지환),슬픈 초대장,가요 / 발라드,04:07,김진아,이상준,한길 (Han Gil),17782,1127001,30369454,https://www.genie.co.kr/detail/songInfo?xgnm=104919515,104919515
54,TAKEDOWN (JEONGYEON & JIHYO & CHAEYOUNG),TWICE (트와이스),KPop Demon Hunters (Soundtrack from the Netflix Film),POP / 팝,03:01,,,,5631,358822,2168258,https://www.genie.co.kr/detail/songInfo?xgnm=110589412,110589412
55,무지개,임영웅,IM HERO,가요 / 전체,03:16,"김시온 (KIM ZION),멧돼지","멧돼지,김시온 (KIM ZION)","김시온 (KIM ZION),멧돼지,정수완",27358,1306560,139674758,https://www.genie.co.kr/detail/songInfo?xgnm=96696807,96696807
56,Cruel Summer,Taylor Swift,Lover,POP / 팝,02:59,,,,24581,1181081,21500840,https://www.genie.co.kr/detail/songInfo?xgnm=89327408,89327408
57,Home,임영웅,온기,가요 / 댄스,03:55,"임영웅,X-CHILD",X-CHILD,"X-CHILD,정수완",12544,359125,65385076,https://www.genie.co.kr/detail/songInfo?xgnm=106393875,106393875
58,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,가요 / 발라드,04:50,이찬혁,이찬혁,이현영,115437,4034039,151824751,https://www.genie.co.kr/detail/songInfo?xgnm=89382909,89382909
59,London Boy,임영웅,Polaroid,가요 / 락,04:04,"임영웅,Ji Soo Park (Chapter M)","임영웅,Ji Soo Park (Chapter M)",홍갑,22789,989642,131416940,https://www.genie.co.kr/detail/songInfo?xgnm=99014221,99014221
60,I AM,IVE (아이브),I've IVE,가요 / 댄스,03:04,김이나,"Ryan S. Jhun,Kristin Marie,Audun Agnar Guldbrandsen,Eline Noelia Myreng","Ryan S. Jhun,Audun Agnar Guldbrandsen,Kristin Marie",46733,1995586,78923434,https://www.genie.co.kr/detail/songInfo?xgnm=101268096,101268096
61,모래 알갱이,임영웅,모래 알갱이,가요 / 발라드,03:40,"임영웅,김수형,황선호","임영웅,김수형,황선호",물고기,19934,888659,115446524,https://www.genie.co.kr/detail/songInfo?xgnm=102067588,102067588
62,가까운 듯 먼 그대여,카더가든,가까운 듯 먼 그대여,가요 / 발라드,03:15,"손박사,윤토벤 (YounToven)","윤토벤 (YounToven),손박사","O.YEON,박지환",23821,1113433,19629593,https://www.genie.co.kr/detail/songInfo?xgnm=94124212,94124212
63,온기,임영웅,온기,가요 / 발라드,03:55,"임영웅,김이나","임영웅,정수완,황선호",물고기,12249,379427,62981479,https://www.genie.co.kr/detail/songInfo?xgnm=106393876,106393876
64,Do or Die,임영웅,Do or Die,가요 / 댄스,03:25,"차리 (153/Joombas),임영웅","AVENUE 52,Jimmy Burney (153/Joombas)",AVENUE 52,14055,505014,99875977,https://www.genie.co.kr/detail/songInfo?xgnm=103807036,103807036
65,Love wins all,아이유 (IU),The Winning,가요 / 발라드,04:31,아이유 (IU),서동환,서동환,35256,1584051,41566037,https://www.genie.co.kr/detail/songInfo?xgnm=105293063,105293063
66,멸종위기사랑,이찬혁,EROS,가요 / 댄스,03:40,이찬혁,"이찬혁,MILLENNIUM,시황,이진협",,3403,157344,1068962,https://www.genie.co.kr/detail/songInfo?xgnm=110968221,110968221
67,보금자리,임영웅,IM HERO,가요 / 트로트,02:52,박진복,박상철,이창우,20127,856100,106061424,https://www.genie.co.kr/detail/songInfo?xgnm=96696813,96696813
68,미치게 그리워서,황가람,미치게 그리워서,가요 / 인디,03:37,유해준,유해준,신성진,9902,718447,10516232,https://www.genie.co.kr/detail/songInfo?xgnm=109037899,109037899
69,인생찬가,임영웅,IM HERO,가요 / 발라드,03:53,윤명선,"윤명선,해구","해구,임미란",20614,875370,127065927,https://www.genie.co.kr/detail/songInfo?xgnm=96696817,96696817
70,HANDS UP,MEOVV (미야오),MY EYES OPEN VVIDE,가요 / 댄스,03:12,"TEDDY,Vince,24","TEDDY,24","24,Dominsuk",6045,500130,5488515,https://www.genie.co.kr/detail/songInfo?xgnm=109960034,109960034
71,PO￦ER,G-DRAGON,PO￦ER,가요 / 랩/힙합,02:23,G-DRAGON,"Tommy Brown,Theron Thomas,Steven Franks,G-DRAGON","Tommy Brown,Steven Franks",22365,1172145,24236076,https://www.genie.co.kr/detail/songInfo?xgnm=108221081,108221081
72,Flower,오반 (OVAN),교회오빠,가요 / 인디,02:50,오반 (OVAN),"오반 (OVAN),히모",히모,10774,611989,8352445,https://www.genie.co.kr/detail/songInfo?xgnm=109356852,109356852
73,UP (KARINA Solo),aespa,SYNK : PARALLEL LINE - Special Digital Single,가요 / 댄스,02:47,카리나 (KARINA),"Slow Rabbit,Morgan Connie Smith,Taneisha Jackson,Sofia Quinn,PXPILLON,Emma-Lee Andersson,BB Elliot,Stella Jones (153/Joombas)","Slow Rabbit,PXPILLON",16333,1069947,22018138,https://www.genie.co.kr/detail/songInfo?xgnm=108014478,108014478
74,비의 랩소디,임재현,비의 랩소디,가요 / 발라드,03:55,"주영훈,이세준 (유리상자)",주영훈,신성진,25297,1513349,43073290,https://www.genie.co.kr/detail/songInfo?xgnm=104553679,104553679
75,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),가요 / 발라드,04:11,강현민,강현민,정수민 (SSMusic),29046,1386481,33710079,https://www.genie.co.kr/detail/songInfo?xgnm=103024121,103024121
76,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',가요 / 락,05:01,윤하 (YOUNHA),"윤하 (YOUNHA),JEWNO (손준호)","JEWNO (손준호),숀 (SHAUN)",68415,2367704,88058636,https://www.genie.co.kr/detail/songInfo?xgnm=96424586,96424586
77,Small girl (Feat. 도경수 (D.O.)),이영지,16 Fantasy,가요 / 랩/힙합,03:10,이영지,"PEEJAY,이영지",PEEJAY,26969,1298700,28442357,https://www.genie.co.kr/detail/songInfo?xgnm=106955582,106955582
78,청혼하지 않을 이유를 못 찾았어,이무진,청혼하지 않을 이유를 못 찾았어,가요 / 발라드,04:23,"이무진,Rizin (153/Joombas),투챔프 (Alive Nation),세영 (153/Joombas)","이무진,서동환,하성호",서동환,14534,1029555,20460542,https://www.genie.co.kr/detail/songInfo?xgnm=105980797,105980797
79,주저하는 연인들을 위해,잔나비,전설,가요 / 인디,04:25,잔나비 최정훈,"잔나비 최정훈,잔나비 김도형,유영현","잔나비 최정훈,잔나비 김도형,유영현,권지수",105144,4071036,138217608,https://www.genie.co.kr/detail/songInfo?xgnm=88686378,88686378
80,다정히 내 이름을 부르면,경서예지 & 전건호,다정히 내 이름을 부르면,가요 / 발라드,03:51,"한상원,이진성 (먼데이 키즈/Monday Kiz)","한상원,이진성 (먼데이 키즈/Monday Kiz)",한상원,59895,2588338,104772951,https://www.genie.co.kr/detail/songInfo?xgnm=93336453,93336453
81,사랑인가 봐,멜로망스 (MeloMance),사랑인가 봐 (사내맞선 OST 스페셜 트랙),OST / 드라마,03:05,김민석,멜로망스 (MeloMance),정동환 (멜로망스),51737,2500295,85028510,https://www.genie.co.kr/detail/songInfo?xgnm=96042335,96042335
82,HOT,LE SSERAFIM (르세라핌),HOT,가요 / 댄스,02:24,"Jackson Shanks,Supreme Boi,Ali Tamposi,Feli Ferraro,SCORE (13),Megatone (13),''hitman''bang,허윤진","Jackson Shanks,Supreme Boi,Ali Tamposi,Feli Ferraro,SCORE (13),Megatone (13),''hitman''bang,허윤진",,7112,630850,8699618,https://www.genie.co.kr/detail/songInfo?xgnm=109450165,109450165
83,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',가요 / 댄스,02:57,"Gigi,Ylva Dimberg,하니 (HANNI)","250,Ylva Dimberg",250,54741,2408072,102733601,https://www.genie.co.kr/detail/songInfo?xgnm=97582507,97582507
84,Magnetic,아일릿 (ILLIT),SUPER REAL ME,가요 / 댄스,02:41,"Slow Rabbit,''hitman''bang,마틴,salem ilese,danke,Vincenzo,이이진,Piri,Lauren Aquilina,Marcus Andersson,김키위,오현선 (lalala studio),제임스","Slow Rabbit,''hitman''bang,마틴,salem ilese,danke,Vincenzo,이이진,Piri,Lauren Aquilina,Marcus Andersson,김키위,오현선 (lalala studio),제임스",,22714,1373472,38628717,https://www.genie.co.kr/detail/songInfo?xgnm=105872512,105872512
85,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,"잘 지내자, 우리 (여름날 우리 X 로이킴)",가요 / 발라드,04:18,"조은영,짙은",짙은,"최상언,김홍준",21093,1318338,29176825,https://www.genie.co.kr/detail/songInfo?xgnm=102531243,102531243
86,How Sweet,NewJeans,How Sweet,가요 / 댄스,03:39,"Gigi,Sarah Aarons,Elvira Anderfjard,Oscar Scheller,Stella Bennett,Tove Burman,다니엘 (DANIELLE)","250,Sarah Aarons,Elvira Anderfjard,Oscar Scheller,Stella Bennett,Tove Burman",250,25132,1368354,35584158,https://www.genie.co.kr/detail/songInfo?xgnm=106668582,106668582
87,헤어지자 말해요,박재정,1집 Alone,가요 / 발라드,04:04,박재정,"박재정,박현중",박현중,39111,1853975,60617849,https://www.genie.co.kr/detail/songInfo?xgnm=101407645,101407645
88,Mantra,제니 (JENNIE),Mantra,가요 / 댄스,02:17,"제니 (JENNIE),Claudia Valentina,Elle Campbell,Zikai,Jumpa,Billy Walsh,Jelli Dorman,Serban Ionut Kazan","제니 (JENNIE),Claudia Valentina,Elle Campbell,Zikai,Jumpa,Billy Walsh,Jelli Dorman,Serban Ionut Kazan","Jumpa,El Guincho,Serban",13063,1042001,20180130,https://www.genie.co.kr/detail/songInfo?xgnm=108040137,108040137
89,해야 (HEYA),IVE (아이브),IVE SWITCH,가요 / 댄스,03:10,"이스란,엑시 (우주소녀),솔희 (SOHLHEE)","Ryan S. Jhun,Dwayne Abernathy Jr.,Ido Nadjar,Kloe Latimer,Jack Brady,Jordan Roman","Ryan S. Jhun,Dem Jointz,Ido Nadjar,The Wavys",20129,1305867,31974695,https://www.genie.co.kr/detail/songInfo?xgnm=106297207,106297207
90,사막에서 꽃을 피우듯,우디 (Woody),사막에서 꽃을 피우듯,가요 / 발라드,04:19,백마리,백마리,전주현,25165,1470549,36317724,https://www.genie.co.kr/detail/songInfo?xgnm=102605425,102605425
91,벌써 일년,브라운 아이즈,Brown Eyes,가요 / 발라드,03:28,한경혜,윤건,윤건,35121,2564026,45846575,https://www.genie.co.kr/detail/songInfo?xgnm=16108183,16108183
92,Stay,The Kid LAROI & Justin Bieber,Stay,POP / 팝,02:22,,,,72543,2819255,97105174,https://www.genie.co.kr/detail/songInfo?xgnm=93717294,93717294
93,네모의 꿈,아이유 (IU),꽃갈피 셋,가요 / 발라드,03:21,유영석,유영석,"제휘,flexindoor",7023,523850,4193277,https://www.genie.co.kr/detail/songInfo?xgnm=110308614,110308614
94,심 (心),DK (디셈버),심 (心),가요 / 락,04:17,박준배,이근상,정수민 (SSMusic),25167,1637549,48003993,https://www.genie.co.kr/detail/songInfo?xgnm=100522029,100522029
95,I Don't Think That I Like Her,Charlie Puth,CHARLIE,POP / 팝,03:09,,,,52838,2004983,58798770,https://www.genie.co.kr/detail/songInfo?xgnm=98304971,98304971
96,너의 모든 순간,성시경,별에서 온 그대 OST Part.7 (SBS 수목드라마),OST / 드라마,04:03,심현보,성시경,안준영,67320,4104142,112048390,https://www.genie.co.kr/detail/songInfo?xgnm=82280761,82280761
97,DRIP,BABYMONSTER,DRIP,가요 / 댄스,03:01,"Sandra Wikstrom,YG,AiRPLAY,MASTA WU,CHOICE37,Sonny","AiRPLAY,Illjun,Sandra Wikstrom,G-DRAGON","AiRPLAY,Illjun,YG",10130,764006,12342951,https://www.genie.co.kr/detail/songInfo?xgnm=108218789,108218789
98,SPOT! (Feat. JENNIE),지코 (ZICO),SPOT!,가요 / 랩/힙합,02:48,지코 (ZICO),"지코 (ZICO),은희영,No Identity (노 아이덴티티)","지코 (ZICO),은희영,No Identity (노 아이덴티티)",22461,1359978,32272389,https://www.genie.co.kr/detail/songInfo?xgnm=106290214,106290214
