분류,곡ID,곡명,아티스트,장르,어제순위,오늘순위,순위변동,어제좋아요,오늘좋아요,좋아요변동,좋아요변화율(%),어제전체청취자수,오늘전체청취자수,청취자수변동,청취자수변화율(%),어제전체재생수,오늘전체재생수,재생수변동,재생수변화율(%),URL
유지,98304971,I Don't Think That I Like Her,Charlie Puth,POP / 팝,84.0,95.0,-11.0,52827.0,52838.0,11.0,0.02,2004394.0,2004983.0,589.0,0.03,58773500.0,58798770.0,25270.0,0.04,https://www.genie.co.kr/detail/songInfo?xgnm=98304971
장르요약,,POP / 팝,,,,,1.0,,,,,,,,,,,,,
장르요약,,가요 / 랩/힙합,,,,,1.0,,,,,,,,,,,,,
장르요약,,가요 / 발라드,,,,,0.0,,,,,,,,,,,,,
장르요약,,가요 / 인디,,,,,0.0,,,,,,,,,,,,,
장르요약,,OST / 드라마,,,,,0.0,,,,,,,,,,,,,
장르요약,,가요 / 전체,,,,,0.0,,,,,,,,,,,,,
장르요약,,가요 / 트로트,,,,,0.0,,,,,,,,,,,,,
장르요약,,가요 / 댄스,,,,,-1.0,,,,,,,,,,,,,
장르요약,,가요 / 락,,,,,-1.0,,,,,,,,,,,,,
